X - .MC:I	Y - .MC:I	
-0.16519	-180.7	
-0.16384	-170.7	
-0.16384	-125.7	
-0.16248	-120.7	
-0.16248	-175.7	
-0.16113	-180.7	
-0.16113	-115.7	
-0.15977	-125.7	
-0.15977	-185.7	
-0.15842	-165.7	
-0.15842	-120.7	
-0.15706	-120.7	
-0.15706	-170.7	
-0.15571	-185.7	
-0.15571	-120.7	
-0.15436	-120.7	
-0.15436	-175.7	
-0.153	-175.7	
-0.153	-120.7	
-0.15165	-125.7	
-0.15165	-170.7	
-0.15029	-180.7	
-0.15029	-125.7	
-0.14894	-125.7	
-0.14894	-165.7	
-0.14758	-170.7	
-0.14758	-125.7	
-0.14623	-125.7	
-0.14623	-170.7	
-0.14488	-190.7	
-0.14488	-125.7	
-0.14353	-125.7	
-0.14353	-185.7	
-0.14217	-165.7	
-0.14217	-120.7	
-0.14081	-110.7	
-0.14081	-185.7	
-0.13946	-175.7	
-0.13946	-125.7	
-0.1381	-125.7	
-0.1381	-165.7	
-0.13675	-170.7	
-0.13675	-125.7	
-0.1354	-125.7	
-0.1354	-200.7	
-0.13404	-180.7	
-0.13404	-115.7	
-0.13269	-120.7	
-0.13269	-190.7	
-0.13133	-185.7	
-0.13133	-125.7	
-0.12998	-125.7	
-0.12998	-165.7	
-0.12863	-170.7	
-0.12863	-110.7	
-0.12727	-125.7	
-0.12727	-185.7	
-0.12592	-185.7	
-0.12592	-120.7	
-0.12456	-120.7	
-0.12456	-165.7	
-0.12321	-180.7	
-0.12321	-120.7	
-0.12185	-120.7	
-0.12185	-185.7	
-0.1205	-185.7	
-0.1205	-125.7	
-0.11914	-125.7	
-0.11914	-165.7	
-0.11779	-170.7	
-0.11779	-120.7	
-0.11643	-125.7	
-0.11643	-165.7	
-0.11508	-185.7	
-0.11508	-115.7	
-0.11373	-115.7	
-0.11373	-185.7	
-0.11237	-185.7	
-0.11237	-120.7	
-0.11102	-115.7	
-0.11102	-180.7	
-0.10966	-185.7	
-0.10966	-115.7	
-0.10831	-120.7	
-0.10831	-175.7	
-0.10695	-185.7	
-0.10695	-120.7	
-0.1056	-120.7	
-0.1056	-175.7	
-0.10425	-180.7	
-0.10425	-115.7	
-0.10289	-125.7	
-0.10289	-180.7	
-0.10154	-170.7	
-0.10154	-110.7	
-0.10018	-115.7	
-0.10018	-190.7	
-0.09883	-180.7	
-0.09883	-120.7	
-0.09747	-125.7	
-0.09747	-165.7	
-0.09612	-175.7	
-0.09612	-120.7	
-0.09477	-120.7	
-0.09477	-175.7	
-0.09341	-185.7	
-0.09341	-125.7	
-0.09206	-110.7	
-0.09206	-170.7	
-0.0907	-180.7	
-0.0907	-110.7	
-0.08935	-125.7	
-0.08935	-185.7	
-0.08799	-175.7	
-0.08799	-125.7	
-0.08664	-125.7	
-0.08664	-180.7	
-0.08529	-200.7	
-0.08529	-115.7	
-0.08393	-120.7	
-0.08393	-195.7	
-0.08258	-175.7	
-0.08258	-125.7	
-0.08122	-120.7	
-0.08122	-185.7	
-0.07987	-185.7	
-0.07987	-120.7	
-0.07851	-125.7	
-0.07851	-180.7	
-0.07716	-170.7	
-0.07716	-120.7	
-0.07581	-115.7	
-0.07581	-180.7	
-0.07445	-175.7	
-0.07445	-120.7	
-0.0731	-120.7	
-0.0731	-185.7	
-0.07174	-190.7	
-0.07174	-115.7	
-0.07039	-120.7	
-0.07039	-180.7	
-0.06903	-185.7	
-0.06903	-125.7	
-0.06768	-125.7	
-0.06768	-180.7	
-0.06633	-180.7	
-0.06633	-120.7	
-0.06497	-120.7	
-0.06497	-185.7	
-0.06362	-185.7	
-0.06362	-120.7	
-0.06226	-125.7	
-0.06226	-185.7	
-0.06091	-175.7	
-0.06091	-115.7	
-0.05955	-115.7	
-0.05955	-185.7	
-0.0582	-180.7	
-0.0582	-125.7	
-0.05685	-125.7	
-0.05685	-185.7	
-0.05549	-190.7	
-0.05549	-120.7	
-0.05414	-125.7	
-0.05414	-185.7	
-0.05278	-180.7	
-0.05278	-120.7	
-0.05143	-120.7	
-0.05143	-170.7	
-0.05007	-180.7	
-0.05007	-110.7	
-0.04872	-125.7	
-0.04872	-165.7	
-0.04737	-190.7	
-0.04737	-125.7	
-0.04601	-125.7	
-0.04601	-190.7	
-0.04466	-190.7	
-0.04466	-115.7	
-0.0433	-120.7	
-0.0433	-190.7	
-0.04195	-180.7	
-0.04195	-125.7	
-0.04059	-110.7	
-0.04059	-200.7	
-0.03924	-180.7	
-0.03924	-125.7	
-0.03789	-125.7	
-0.03789	-190.7	
-0.03653	-180.7	
-0.03653	-120.7	
-0.03518	-120.7	
-0.03518	-170.7	
-0.03382	-175.7	
-0.03382	-120.7	
-0.03247	-125.7	
-0.03247	-185.7	
-0.03111	-195.7	
-0.03111	-125.7	
-0.02976	-120.7	
-0.02976	-185.7	
-0.02841	-185.7	
-0.02841	-125.7	
-0.02705	-120.7	
-0.02705	-180.7	
-0.0257	-185.7	
-0.0257	-120.7	
-0.02434	-125.7	
-0.02434	-195.7	
-0.02299	-185.7	
-0.02299	-115.7	
-0.02163	-125.7	
-0.02163	-175.7	
-0.02028	-185.7	
-0.02028	-120.7	
-0.01893	-125.7	
-0.01893	-175.7	
-0.01757	-185.7	
-0.01757	-125.7	
-0.01622	-120.7	
-0.01622	-185.7	
-0.01486	-190.7	
-0.01486	-120.7	
-0.01351	-120.7	
-0.01351	-195.7	
-0.01215	-190.7	
-0.01215	-120.7	
-0.0108	-125.7	
-0.0108	-180.7	
-0.00945	-165.7	
-0.00945	9625	
-0.00809	2.17E+4	
-0.00809	9615	
-0.00674	2.178E+4	
-0.00674	3.027E+4	
-0.00538	3.703E+4	
-0.00538	3.035E+4	
-0.00403	3.705E+4	
-0.00403	4.177E+4	
-0.00267	4.534E+4	
-0.00267	4.183E+4	
-0.00132	4.532E+4	
-0.00132	4.642E+4	
3.00119E-5	4.639E+4	
3.00119E-5	4.529E+4	
0.00139	4.151E+4	
0.00139	4.612E+4	
0.00274	4.151E+4	
0.00274	2.386E+4	
0.0041	9260	
0.0041	2.37E+4	
0.00545	9250	
0.00545	3014	
0.00681	819.3	
0.00681	2984	
0.00816	809.3	
0.00816	-60.73	
0.00951	-265.7	
0.00951	-25.73	
0.01087	-205.7	
0.01087	-320.7	
0.01222	-415.7	
0.01222	-300.7	
0.01358	-390.7	
0.01358	-545.7	
0.01493	-705.7	
0.01493	-530.7	
0.01629	-655.7	
0.01629	-805.8	
0.01764	-900.8	
0.01764	-775.8	
0.01899	-870.8	
0.01899	-960.8	
0.02035	-1011	
0.02035	-930.8	
0.0217	-990.8	
0.0217	-1036	
0.02306	-1051	
0.02306	-995.8	
0.02441	-285.7	
0.02441	-1851	
0.02577	-1096	
0.02577	-1026	
0.02712	-1026	
0.02712	-1096	
0.02847	-1096	
0.02847	-1026	
0.02983	-1056	
0.02983	-1106	
0.03118	-1111	
0.03118	-1071	
0.03254	-1066	
0.03254	-1111	
0.03389	-1126	
0.03389	-1061	
0.03525	-1061	
0.03525	-1121	
0.0366	-1111	
0.0366	-1056	
0.03795	-1061	
0.03795	-1136	
0.03931	-1121	
0.03931	-1051	
0.04066	-1061	
0.04066	-1111	
0.04202	-1106	
0.04202	-1066	
0.04337	-1056	
0.04337	-1111	
0.04473	-1116	
0.04473	-1046	
0.04608	-1061	
0.04608	-1101	
0.04743	-1111	
0.04743	-1061	
0.04879	-1061	
0.04879	-1106	
0.05014	-1101	
0.05014	-1051	
0.0515	-1056	
0.0515	-1106	
0.05285	-1091	
0.05285	-1051	
0.05421	-1046	
0.05421	-1101	
0.05556	-1101	
0.05556	-1046	
0.05691	-1041	
0.05691	-1106	
0.05827	-1096	
0.05827	-1041	
0.05962	-1046	
0.05962	-1101	
0.06098	-1091	
0.06098	-1046	
0.06233	-1051	
0.06233	-1111	
0.06368	-1096	
0.06368	-1046	
0.06504	-1046	
0.06504	-1106	
0.06639	-1096	
0.06639	-1036	
0.06775	-1041	
0.06775	-1101	
0.0691	-1111	
0.0691	-1041	
0.07046	-1041	
0.07046	-1101	
0.07181	-1091	
0.07181	-1041	
0.07317	-1046	
0.07317	-1096	
0.07452	-1101	
0.07452	-1046	
0.07587	-1041	
0.07587	-1096	
0.07723	-1091	
0.07723	-1026	
0.07858	-1031	
0.07858	-1091	
0.07994	-1091	
0.07994	-1036	
0.08129	-1046	
0.08129	-1091	
0.08265	-1086	
0.08265	-1031	
0.084	-1041	
0.084	-1086	
0.08535	-1081	
0.08535	-1026	
0.08671	-1031	
0.08671	-1096	
0.08806	-1091	
0.08806	-1021	
0.08942	-1021	
0.08942	-1096	
0.09077	-1071	
0.09077	-1036	
0.09213	-1016	
0.09213	-1076	
0.09348	-1056	
0.09348	-1001	
0.09483	-1001	
0.09483	-1056	
0.09619	-1051	
0.09619	-995.8	
0.09754	-985.8	
0.09754	-1051	
0.0989	-1046	
0.0989	-990.8	
0.10025	-990.8	
0.10025	-1046	
0.10161	-1031	
0.10161	-990.8	
0.10296	-1001	
0.10296	-1026	
0.10432	-1051	
0.10432	-990.8	
0.10567	-1001	
0.10567	-1056	
0.10702	-1066	
0.10702	-995.8	
0.10838	-1006	
0.10838	-1071	
0.10973	-1091	
0.10973	-1021	
0.11109	-1031	
0.11109	-1081	
0.11244	-1091	
0.11244	-1041	
0.1138	-1041	
0.1138	-1096	
0.11515	-1101	
0.11515	-1041	
0.1165	-1031	
0.1165	-1101	
0.11786	-1106	
0.11786	-1041	
0.11921	-1061	
0.11921	-1101	
0.12057	-1096	
0.12057	-1061	
0.12192	-1046	
0.12192	-1091	
0.12328	-1101	
0.12328	-1056	
0.12463	-1041	
0.12463	-1106	
0.12598	-1106	
0.12598	-1041	
0.12733	-1046	
0.12733	-1096	
0.12869	-1096	
0.12869	-1036	
0.13004	-1046	
0.13004	-1101	
0.1314	-1091	
0.1314	-1046	
0.13276	-1046	
0.13276	-1091	
0.13411	-1096	
0.13411	-1041	
0.13546	-1036	
0.13546	-1096	
0.13681	-1096	
0.13681	-1046	
0.13817	-1041	
0.13817	-1096	
0.13952	-1101	
0.13952	-1041	
0.14088	-1046	
0.14088	-1091	
0.14224	-1096	
0.14224	-1046	
0.14359	-1041	
0.14359	-1096	
0.14494	-1096	
0.14494	-1036	
0.14629	-1031	
0.14629	-1091	
0.14765	-1091	
0.14765	-1046	
0.149	-1031	
0.149	-1096	
0.15036	-1091	
0.15036	-1036	
0.15172	-1041	
0.15172	-1086	
0.15307	-1086	
0.15307	-1041	
0.15442	-1041	
0.15442	-1096	
0.15577	-1096	
0.15577	-1031	
0.15713	-1046	
0.15713	-1091	
0.15848	-1091	
0.15848	-1026	
0.15984	-1031	
0.15984	-1101	
0.1612	-1091	
0.1612	-1031	
0.16255	-1036	
0.16255	-1086	
0.1639	-1081	
0.1639	-1021	
0.16525	-1026	
0.16525	-1091	
0.16661	-1091	
0.16661	-1026	
0.16796	-1026	
0.16796	-1076	
0.16932	-1076	
0.16932	-1006	
0.17068	-1026	
0.17068	-1076	
0.17203	-1071	
0.17203	-1006	
0.17338	-1006	
0.17338	-1071	
0.17473	-1056	
0.17473	-1001	
0.17609	-1001	
0.17609	-1076	
0.17744	-1071	
0.17744	-1001	
0.1788	-1011	
0.1788	-1091	
0.18016	-1091	
0.18016	-1006	
0.18151	-1036	
0.18151	-1091	
0.18286	-1091	
0.18286	-1046	
0.18421	-1041	
0.18421	-1091	
0.18557	-1101	
0.18557	-1031	
0.18692	-1036	
0.18692	-1096	
0.18828	-1091	
0.18828	-1031	
0.18964	-1026	
0.18964	-1086	
0.19099	-1086	
0.19099	-1031	
0.19234	-1026	
0.19234	-1081	
0.19369	-1096	
0.19369	-1021	
0.19505	-1006	
0.19505	-1071	
0.1964	-1076	
0.1964	-1011	
0.19776	-1001	
0.19776	-1066	
0.19912	-1076	
0.19912	-1001	
0.20047	-1006	
0.20047	-1081	
0.20182	-1066	
0.20182	-1006	
0.20317	-1006	
0.20317	-1056	
0.20453	-1066	
0.20453	-995.8	
0.20588	-995.8	
0.20588	-1061	
0.20724	-1061	
0.20724	-995.8	
0.2086	-995.8	
0.2086	-1051	
0.20995	-1061	
0.20995	-995.8	
0.2113	-1001	
0.2113	-1056	
0.21265	-1036	
0.21265	-990.8	
0.21401	-990.8	
0.21401	-1036	
0.21536	-1046	
0.21536	-990.8	
0.21672	-980.8	
0.21672	-1036	
0.21808	-1036	
0.21808	-990.8	
0.21943	-985.8	
0.21943	-1041	
0.22078	-1031	
0.22078	-990.8	
0.22214	-990.8	
0.22214	-1031	
0.22349	-1031	
0.22349	-990.8	
0.22484	-970.8	
0.22484	-1036	
0.2262	-1016	
0.2262	-950.8	
0.22756	-950.8	
0.22756	-1016	
0.22891	-1016	
0.22891	-950.8	
0.23026	-945.8	
0.23026	-1026	
0.23162	-1011	
0.23162	-945.8	
0.23297	-945.8	
0.23297	-1011	
0.23432	-1011	
0.23432	-940.8	
0.23568	-945.8	
0.23568	-1011	
0.23704	-1011	
0.23704	-945.8	
0.23839	-935.8	
0.23839	-1016	
0.23974	-990.8	
0.23974	-940.8	
0.2411	-950.8	
0.2411	-990.8	
0.24245	-1016	
0.24245	-945.8	
0.2438	-950.8	
0.2438	-1011	
0.24516	-990.8	
0.24516	-940.8	
0.24652	-935.8	
0.24652	-995.8	
0.24787	-995.8	
0.24787	-940.8	
0.24922	-930.8	
0.24922	-1011	
0.25058	-990.8	
0.25058	-925.8	
0.25193	-945.8	
0.25193	-985.8	
0.25329	-975.8	
0.25329	-940.8	
0.25464	-930.8	
0.25464	-980.8	
0.256	-980.8	
0.256	-940.8	
0.25735	-940.8	
0.25735	-980.8	
0.2587	-980.8	
0.2587	-930.8	
0.26006	-925.8	
0.26006	-985.8	
0.26141	-980.8	
0.26141	-935.8	
0.26277	-930.8	
0.26277	-975.8	
0.26412	-975.8	
0.26412	-930.8	
0.26548	-925.8	
0.26548	-980.8	
0.26683	-980.8	
0.26683	-925.8	
0.26818	-920.8	
0.26818	-980.8	
0.26954	-985.8	
0.26954	-920.8	
0.27089	-930.8	
0.27089	-1026	
0.27225	-975.8	
0.27225	-930.8	
0.2736	-925.8	
0.2736	-975.8	
0.27496	-975.8	
0.27496	-920.8	
0.27631	-920.8	
0.27631	-985.8	
0.27766	-980.8	
0.27766	-925.8	
0.27902	-930.8	
0.27902	-985.8	
0.28037	-1016	
0.28037	-945.8	
0.28173	-950.8	
0.28173	-1016	
0.28308	-1031	
0.28308	-965.8	
0.28444	-970.8	
0.28444	-1026	
0.28579	-1036	
0.28579	-965.8	
0.28714	-960.8	
0.28714	-1016	
0.2885	-1016	
0.2885	-950.8	
0.28985	-940.8	
0.28985	-1011	
0.29121	-985.8	
0.29121	-945.8	
0.29256	-935.8	
0.29256	-980.8	
0.29392	-975.8	
0.29392	-910.8	
0.29527	-915.8	
0.29527	-975.8	
0.29662	-975.8	
0.29662	-910.8	
0.29798	-890.8	
0.29798	-955.8	
0.29933	-960.8	
0.29933	-880.8	
0.30069	-890.8	
0.30069	-950.8	
0.30204	-950.8	
0.30204	-885.8	
0.3034	-890.8	
0.3034	-945.8	
0.30475	-950.8	
0.30475	-875.8	
0.3061	-885.8	
0.3061	-945.8	
0.30746	-940.8	
0.30746	-885.8	
0.30881	-875.8	
0.30881	-950.8	
0.31017	-945.8	
0.31017	-885.8	
0.31152	-880.8	
0.31152	-935.8	
0.31288	-930.8	
0.31288	-880.8	
0.31423	-880.8	
0.31423	-920.8	
0.31558	-935.8	
0.31558	-885.8	
0.31694	-885.8	
0.31694	-945.8	
0.31829	-940.8	
0.31829	-875.8	
0.31965	-875.8	
0.31965	-925.8	
0.321	-915.8	
0.321	-885.8	
0.32236	-890.8	
0.32236	-915.8	
0.32371	-915.8	
0.32371	-880.8	
0.32506	-880.8	
0.32506	-925.8	
0.32642	-925.8	
0.32642	-875.8	
0.32777	-875.8	
0.32777	-925.8	
0.32913	-930.8	
0.32913	-875.8	
0.33048	-875.8	
0.33048	-930.8	
0.33184	-915.8	
0.33184	-875.8	
0.33319	-875.8	
0.33319	-920.8	
0.33454	-915.8	
0.33454	-870.8	
0.3359	-870.8	
0.3359	-925.8	
0.33725	-925.8	
0.33725	-875.8	
0.33861	-860.8	
0.33861	-915.8	
0.33996	-925.8	
0.33996	-860.8	
0.34132	-870.8	
0.34132	-910.8	
0.34267	-915.8	
0.34267	-870.8	
0.34402	-865.8	
0.34402	-920.8	
0.34538	-915.8	
0.34538	-850.8	
0.34673	-855.8	
0.34673	-915.8	
0.34809	-910.8	
0.34809	-865.8	
0.34944	-855.8	
0.34944	-910.8	
0.3508	-905.8	
0.3508	-860.8	
0.35215	-855.8	
0.35215	-905.8	
0.3535	-910.8	
0.3535	-845.8	
0.35486	-840.8	
0.35486	-915.8	
0.35621	-900.8	
0.35621	-845.8	
0.35757	-845.8	
0.35757	-915.8	
0.35892	-900.8	
0.35892	-840.8	
0.36028	-835.8	
0.36028	-900.8	
0.36163	-895.8	
0.36163	-840.8	
0.36298	-835.8	
0.36298	-900.8	
0.36434	-895.8	
0.36434	-830.8	
0.36569	-825.8	
0.36569	-900.8	
0.36705	-900.8	
0.36705	-830.8	
0.3684	-820.8	
0.3684	-900.8	
0.36976	-905.8	
0.36976	-820.8	
0.37111	-835.8	
0.37111	-885.8	
0.37247	-890.8	
0.37247	-830.8	
0.37382	-825.8	
0.37382	-895.8	
0.37517	-895.8	
0.37517	-830.8	
0.37653	-825.8	
0.37653	-895.8	
0.37788	-875.8	
0.37788	-820.8	
0.37924	-820.8	
0.37924	-890.8	
0.38059	-870.8	
0.38059	-835.8	
0.38195	-830.8	
0.38195	-870.8	
0.3833	-865.8	
0.3833	-830.8	
0.38465	-820.8	
0.38465	-865.8	
0.38601	-865.8	
0.38601	-810.8	
0.38736	-825.8	
0.38736	-870.8	
0.38872	-875.8	
0.38872	-825.8	
0.39007	-820.8	
0.39007	-870.8	
0.39143	-870.8	
0.39143	-820.8	
0.39278	-825.8	
0.39278	-860.8	
0.39413	-860.8	
0.39413	-810.8	
0.39549	-810.8	
0.39549	-860.8	
0.39684	-860.8	
0.39684	-805.8	
0.3982	-815.8	
0.3982	-865.8	
0.39955	-870.8	
0.39955	-810.8	
0.40091	-810.8	
0.40091	-865.8	
0.40226	-855.8	
0.40226	-810.8	
0.40361	-815.8	
0.40361	-855.8	
0.40496	-860.8	
0.40496	-805.8	
0.40632	-805.8	
0.40632	-865.8	
0.40768	-860.8	
0.40768	-810.8	
0.40903	-800.8	
0.40903	-875.8	
0.41038	-860.8	
0.41038	-800.8	
0.41174	-810.8	
0.41174	-860.8	
0.41309	-855.8	
0.41309	-810.8	
0.41445	-805.8	
0.41445	-860.8	
0.4158	-865.8	
0.4158	-795.8	
0.41716	-795.8	
0.41716	-855.8	
0.41851	-860.8	
0.41851	-800.8	
0.41986	-790.8	
0.41986	-865.8	
0.42122	-850.8	
0.42122	-795.8	
0.42257	-800.8	
0.42257	-855.8	
0.42392	-850.8	
0.42392	-795.8	
0.42528	-800.8	
0.42528	-850.8	
0.42664	-850.8	
0.42664	-795.8	
0.42799	-780.8	
0.42799	-845.8	
0.42934	-845.8	
0.42934	-775.8	
0.4307	-770.8	
0.4307	-850.8	
0.43205	-835.8	
0.43205	-775.8	
0.43341	-770.8	
0.43341	-835.8	
0.43476	-840.8	
0.43476	-770.8	
0.43612	-760.8	
0.43612	-840.8	
0.43747	-835.8	
0.43747	-775.8	
0.43882	-765.8	
0.43882	-835.8	
0.44018	-825.8	
0.44018	-760.8	
0.44153	-775.8	
0.44153	-835.8	
0.44289	-835.8	
0.44289	-770.8	
0.44424	-760.8	
0.44424	-840.8	
0.4456	-835.8	
0.4456	-765.8	
0.44695	-760.8	
0.44695	-830.8	
0.44831	-820.8	
0.44831	-760.8	
0.44966	-750.8	
0.44966	-815.8	
0.45101	-815.8	
0.45101	-770.8	
0.45236	-775.8	
0.45236	-810.8	
0.45372	-810.8	
0.45372	-770.8	
0.45508	-765.8	
0.45508	-810.8	
0.45643	-820.8	
0.45643	-760.8	
0.45779	-760.8	
0.45779	-810.8	
0.45914	-805.8	
0.45914	-755.8	
0.46049	-760.8	
0.46049	-815.8	
0.46185	-800.8	
0.46185	-770.8	
0.4632	-770.8	
0.4632	-795.8	
0.46456	-800.8	
0.46456	-765.8	
0.46591	-750.8	
0.46591	-805.8	
0.46727	-800.8	
0.46727	-750.8	
0.46862	-750.8	
0.46862	-800.8	
0.46997	-795.8	
0.46997	-750.8	
0.47132	-755.8	
0.47132	-800.8	
0.47268	-795.8	
0.47268	-760.8	
0.47404	-755.8	
0.47404	-805.8	
0.47539	-800.8	
0.47539	-755.8	
0.47674	-755.8	
0.47674	-800.8	
0.4781	-810.8	
0.4781	-760.8	
0.47945	-755.8	
0.47945	-810.8	
0.48081	-795.8	
0.48081	-755.8	
0.48216	-755.8	
0.48216	-800.8	
0.48351	-795.8	
0.48351	-755.8	
0.48487	-725.8	
0.48487	-800.8	
0.48623	-800.8	
0.48623	-740.8	
0.48758	-740.8	
0.48758	-800.8	
0.48893	-795.8	
0.48893	-740.8	
0.49028	-735.8	
0.49028	-805.8	
0.49164	-790.8	
0.49164	-740.8	
0.49299	-735.8	
0.49299	-795.8	
0.49435	-795.8	
0.49435	-740.8	
0.49571	-730.8	
0.49571	-800.8	
0.49706	-790.8	
0.49706	-730.8	
0.49841	-720.8	
0.49841	-790.8	
0.49977	-795.8	
0.49977	-705.7	
0.50112	-720.8	
0.50112	-790.8	
0.50248	-790.8	
0.50248	-720.8	
0.50383	-720.8	
0.50383	-785.8	
0.50518	-790.8	
0.50518	-710.8	
0.50654	-710.8	
0.50654	-785.8	
0.50789	-780.8	
0.50789	-710.8	
0.50925	-710.8	
0.50925	-790.8	
0.5106	-775.8	
0.5106	-710.8	
0.51196	-715.8	
0.51196	-790.8	
0.51331	-770.8	
0.51331	-715.8	
0.51467	-710.8	
0.51467	-780.8	
0.51602	-770.8	
0.51602	-710.8	
0.51737	-710.8	
0.51737	-760.8	
0.51872	-760.8	
0.51872	-710.8	
0.52008	-700.7	
0.52008	-765.8	
0.52144	-760.8	
0.52144	-710.8	
0.52279	-715.8	
0.52279	-750.8	
0.52414	-760.8	
0.52414	-715.8	
0.5255	-700.7	
0.5255	-755.8	
0.52685	-750.8	
0.52685	-710.8	
0.5282	-710.8	
0.5282	-745.8	
0.52956	-750.8	
0.52956	-705.7	
0.53092	-705.7	
0.53092	-750.8	
0.53227	-740.8	
0.53227	-710.8	
0.53363	-710.8	
0.53363	-740.8	
0.53498	-745.8	
0.53498	-710.8	
0.53633	-705.7	
0.53633	-745.8	
0.53769	-745.8	
0.53769	-695.8	
0.53904	-695.8	
0.53904	-745.8	
0.5404	-750.8	
0.5404	-695.8	
0.54175	-710.8	
0.54175	-745.8	
0.5431	-745.8	
0.5431	-710.8	
0.54446	-705.7	
0.54446	-750.8	
0.54581	-750.8	
0.54581	-695.8	
0.54717	-695.8	
0.54717	-745.8	
0.54852	-745.8	
0.54852	-695.8	
0.54988	-685.7	
0.54988	-755.8	
0.55123	-740.8	
0.55123	-695.8	
0.55259	-690.8	
0.55259	-745.8	
0.55394	-745.8	
0.55394	-700.7	
0.55529	-680.8	
0.55529	-745.8	
0.55664	-745.8	
0.55664	-685.7	
0.558	-695.8	
0.558	-745.8	
0.55936	-755.8	
0.55936	-685.7	
0.56071	-685.7	
0.56071	-740.8	
0.56207	-740.8	
0.56207	-690.8	
0.56342	-690.8	
0.56342	-740.8	
0.56477	-750.8	
0.56477	-680.8	
0.56613	-665.8	
0.56613	-745.8	
0.56748	-745.8	
0.56748	-680.8	
0.56884	-655.7	
0.56884	-735.8	
0.57019	-735.8	
0.57019	-660.8	
0.57155	-675.8	
0.57155	-735.8	
0.5729	-730.8	
0.5729	-675.8	
0.57426	-660.8	
0.57426	-720.8	
0.57561	-735.8	
0.57561	-655.7	
0.57696	-650.8	
0.57696	-735.8	
0.57832	-730.8	
0.57832	-655.7	
0.57967	-640.7	
0.57967	-730.8	
0.58103	-725.8	
0.58103	-650.8	
0.58238	-655.7	
0.58238	-715.8	
0.58373	-720.8	
0.58373	-660.8	
0.58509	-650.8	
0.58509	-720.8	
0.58644	-715.8	
0.58644	-645.8	
0.5878	-650.8	
0.5878	-725.8	
0.58915	-710.8	
0.58915	-645.8	
0.59051	-650.8	
0.59051	-710.8	
0.59186	-700.7	
0.59186	-650.8	
0.59321	-655.7	
0.59321	-700.7	
0.59457	-700.7	
0.59457	-650.8	
0.59592	-645.8	
0.59592	-700.7	
0.59728	-715.8	
0.59728	-650.8	
0.59863	-645.8	
0.59863	-690.8	
0.59999	-700.7	
0.59999	-635.8	
0.60134	-655.7	
0.60134	-700.7	
0.60269	-690.8	
0.60269	-655.7	
0.60405	-650.8	
0.60405	-690.8	
0.6054	-690.8	
0.6054	-650.8	
0.60676	-645.8	
0.60676	-705.7	
0.60811	-690.8	
0.60811	-650.8	
0.60947	-645.8	
0.60947	-690.8	
0.61082	-685.7	
0.61082	-645.8	
0.61217	-650.8	
0.61217	-685.7	
0.61353	-685.7	
0.61353	-640.7	
0.61488	-635.8	
0.61488	-690.8	
0.61624	-685.7	
0.61624	-645.8	
0.61759	-640.7	
0.61759	-690.8	
0.61895	-690.8	
0.61895	-645.8	
0.6203	-635.8	
0.6203	-690.8	
0.62165	-680.8	
0.62165	-640.7	
0.62301	-640.7	
0.62301	-680.8	
0.62436	-695.8	
0.62436	-645.8	
0.62572	-640.7	
0.62572	-690.8	
0.62707	-685.7	
0.62707	-635.8	
0.62843	-625.7	
0.62843	-690.8	
0.62978	-700.7	
0.62978	-610.7	
0.63114	-635.8	
0.63114	-675.8	
0.63249	-680.8	
0.63249	-630.8	
0.63384	-615.8	
0.63384	-685.7	
0.6352	-680.8	
0.6352	-620.7	
0.63655	-605.7	
0.63655	-680.8	
0.63791	-685.7	
0.63791	-605.7	
0.63926	-615.8	
0.63926	-685.7	
0.64062	-685.7	
0.64062	-605.7	
0.64197	-600.8	
0.64197	-675.8	
0.64332	-680.8	
0.64332	-605.7	
0.64467	-615.8	
0.64467	-685.7	
0.64603	-680.8	
0.64603	-605.7	
0.64739	-600.8	
0.64739	-690.8	
0.64874	-670.7	
0.64874	-605.7	
0.65009	-595.7	
0.65009	-675.8	
0.65145	-675.8	
0.65145	-605.7	
0.6528	-600.8	
0.6528	-665.8	
0.65416	-670.7	
0.65416	-600.8	
0.65551	-590.7	
0.65551	-665.8	
0.65687	-660.8	
0.65687	-595.7	
0.65822	-585.8	
0.65822	-660.8	
0.65957	-660.8	
0.65957	-585.8	
0.66093	-595.7	
0.66093	-660.8	
0.66228	-675.8	
0.66228	-595.7	
0.66364	-595.7	
0.66364	-650.8	
0.66499	-655.7	
0.66499	-590.7	
0.66635	-590.7	
0.66635	-645.8	
0.6677	-635.8	
0.6677	-580.7	
0.66906	-585.8	
0.66906	-655.7	
0.67041	-645.8	
0.67041	-580.7	
0.67176	-595.7	
0.67176	-630.8	
0.67312	-630.8	
0.67312	-590.7	
0.67447	-585.8	
0.67447	-645.8	
0.67582	-635.8	
0.67582	-585.8	
0.67718	-585.8	
0.67718	-635.8	
0.67853	-635.8	
0.67853	-590.7	
0.67989	-585.8	
0.67989	-625.7	
0.68124	-625.7	
0.68124	-590.7	
0.6826	-595.7	
0.6826	-620.7	
0.68395	-625.7	
0.68395	-590.7	
0.6853	-590.7	
0.6853	-635.8	
0.68666	-625.7	
0.68666	-590.7	
0.68801	-590.7	
0.68801	-630.8	
0.68937	-635.8	
0.68937	-590.7	
0.69072	-595.7	
0.69072	-635.8	
0.69208	-625.7	
0.69208	-595.7	
0.69343	-595.7	
0.69343	-625.7	
0.69478	-625.7	
0.69478	-570.8	
0.69614	-590.7	
0.69614	-630.8	
0.6975	-625.7	
