X - .MC:V	Y - .MC:V	
0.71916	-20.62	
0.71916	-11.87	
0.72052	-11.87	
0.72052	-19.37	
0.72187	-20	
0.72187	-9.998	
0.72322	-9.998	
0.72322	-21.25	
0.72458	-21.87	
0.72458	-11.25	
0.72594	-11.87	
0.72594	-20	
0.72729	-20.62	
0.72729	-11.87	
0.72864	-12.5	
0.72864	-21.87	
0.73	-19.37	
0.73	-12.5	
0.73135	-13.75	
0.73135	-18.75	
0.7327	-19.37	
0.7327	-13.12	
0.73406	-13.12	
0.73406	-18.75	
0.73541	-21.25	
0.73541	-11.25	
0.73677	-12.5	
0.73677	-20	
0.73812	-19.37	
0.73812	-12.5	
0.73948	-11.87	
0.73948	-22.5	
0.74083	-20	
0.74083	-12.5	
0.74218	-11.87	
0.74218	-21.25	
0.74354	-19.37	
0.74354	-12.5	
0.74489	-12.5	
0.74489	-21.87	
0.74625	-21.25	
0.74625	-9.373	
0.7476	-11.87	
0.7476	-18.12	
0.74896	-20.62	
0.74896	-11.25	
0.75031	-11.87	
0.75031	-24.37	
0.75166	-19.37	
0.75166	-11.87	
0.75302	-11.87	
0.75302	-18.75	
0.75437	-19.37	
0.75437	-13.12	
0.75573	-13.12	
0.75573	-20	
0.75708	-20	
0.75708	-10.62	
0.75844	-11.87	
0.75844	-19.37	
0.75979	-21.87	
0.75979	-12.5	
0.76114	-11.87	
0.76114	-19.37	
0.7625	-19.37	
0.7625	-12.5	
0.76385	-11.87	
0.76385	-19.37	
0.76521	-20	
0.76521	-11.87	
0.76656	-12.5	
0.76656	-20	
0.76792	-21.25	
0.76792	-11.87	
0.76927	-12.5	
0.76927	-18.75	
0.77062	-18.75	
0.77062	-11.25	
0.77198	-12.5	
0.77198	-19.37	
0.77333	-21.25	
0.77333	-11.87	
0.77469	-11.87	
0.77469	-19.37	
0.77604	-20	
0.77604	-13.12	
0.7774	-13.12	
0.7774	-20	
0.77875	-20	
0.77875	-12.5	
0.7801	-11.25	
0.7801	-20	
0.78146	-19.37	
0.78146	-13.75	
0.78282	-11.25	
0.78282	-18.75	
0.78417	-20	
0.78417	-12.5	
0.78552	-13.12	
0.78552	-20.62	
0.78688	-18.12	
0.78688	-11.87	
0.78823	-13.12	
0.78823	-20	
0.78958	-20.62	
0.78958	-10.62	
0.79094	-12.5	
0.79094	-19.37	
0.7923	-19.37	
0.7923	-12.5	
0.79365	-13.75	
0.79365	-18.75	
0.795	-21.87	
0.795	-13.12	
0.79636	-12.5	
0.79636	-22.5	
0.79771	-20	
0.79771	-12.5	
0.79907	-11.87	
0.79907	-19.37	
0.80042	-19.37	
0.80042	-11.87	
0.80177	-11.87	
0.80177	-19.37	
0.80313	-20	
0.80313	-11.87	
0.80448	-12.5	
0.80448	-21.25	
0.80584	-20	
0.80584	-13.12	
0.80719	-9.998	
0.80719	-21.25	
0.80854	-21.25	
0.80854	-11.87	
0.8099	-10.62	
0.8099	-20.62	
0.81125	-19.37	
0.81125	-12.5	
0.81261	-12.5	
0.81261	-19.37	
0.81396	-21.25	
0.81396	-11.87	
0.81531	-11.87	
0.81531	-21.25	
0.81667	-20	
0.81667	-10.62	
0.81803	-13.12	
0.81803	-19.37	
0.81938	-23.12	
0.81938	-11.87	
0.82074	-11.87	
0.82074	-19.37	
0.82209	-19.37	
0.82209	-13.75	
0.82344	-13.12	
0.82344	-19.37	
0.82479	-22.5	
0.82479	-13.75	
0.82615	-11.87	
0.82615	-20	
0.8275	-20	
0.8275	-11.25	
0.82886	-10.62	
0.82886	-19.37	
0.83021	-21.25	
0.83021	-11.87	
0.83157	-12.5	
0.83157	-20	
0.83293	-20.62	
0.83293	-13.75	
0.83428	-13.12	
0.83428	-19.37	
0.83563	-18.75	
0.83563	-12.5	
0.83699	-13.12	
0.83699	-19.37	
0.83834	-20	
0.83834	-12.5	
0.83969	-12.5	
0.83969	-18.75	
0.84105	-18.12	
0.84105	-11.87	
0.84241	-11.87	
0.84241	-20	
0.84376	-21.87	
0.84376	-13.12	
0.84511	-11.87	
0.84511	-21.87	
0.84646	-20	
0.84646	-12.5	
0.84782	-11.25	
0.84782	-20	
0.84918	-19.37	
0.84918	-11.25	
0.85053	-13.12	
0.85053	-19.37	
0.85189	-21.25	
0.85189	-11.87	
0.85324	-12.5	
0.85324	-20.62	
0.85459	-19.37	
0.85459	-11.25	
0.85595	-13.12	
0.85595	-19.37	
0.8573	-19.37	
0.8573	-11.25	
0.85866	-12.5	
0.85866	-18.75	
0.86001	-20	
0.86001	-11.87	
0.86136	-11.87	
0.86136	-18.75	
0.86272	-19.37	
0.86272	-13.12	
0.86407	-13.12	
0.86407	-20	
0.86543	-20	
0.86543	-11.87	
0.86678	-13.75	
0.86678	-20.62	
0.86813	-21.25	
0.86813	-11.87	
0.86949	-11.87	
0.86949	-23.12	
0.87085	-20.62	
0.87085	-12.5	
0.8722	-12.5	
0.8722	-19.37	
0.87355	-19.37	
0.87355	-13.12	
0.87491	-11.87	
0.87491	-18.75	
0.87626	-21.25	
0.87626	-11.87	
0.87762	-12.5	
0.87762	-20	
0.87897	-21.25	
0.87897	-11.87	
0.88032	-6.248	
0.88032	-21.25	
0.88168	-19.37	
0.88168	-13.12	
0.88303	-12.5	
0.88303	-18.75	
0.88439	-18.75	
0.88439	-11.87	
0.88574	-12.5	
0.88574	-19.37	
0.88709	-20	
0.88709	-12.5	
0.88845	-10.62	
0.88845	-22.5	
0.88981	-23.75	
0.88981	-11.25	
0.89116	-11.87	
0.89116	-19.37	
0.89251	-20.62	
0.89251	-11.87	
0.89387	-12.5	
0.89387	-18.75	
0.89522	-19.37	
0.89522	-11.25	
0.89657	-12.5	
0.89657	-20	
0.89793	-20	
0.89793	-13.12	
0.89929	-11.87	
0.89929	-20	
0.90064	-20	
0.90064	-10.62	
0.90199	-13.12	
0.90199	-19.37	
0.90335	-18.75	
0.90335	-13.12	
0.9047	-11.87	
0.9047	-21.87	
0.90605	-19.37	
0.90605	-11.87	
0.90741	-13.75	
0.90741	-20	
0.90876	-20	
0.90876	-11.87	
0.91012	-11.25	
0.91012	-19.37	
0.91147	-19.37	
0.91147	-13.12	
0.91283	-12.5	
0.91283	-19.37	
0.91418	-19.37	
0.91418	-13.75	
0.91553	-13.12	
0.91553	-20.62	
0.91689	-19.37	
0.91689	-12.5	
0.91824	-13.75	
0.91824	-19.37	
0.9196	-21.25	
0.9196	-11.25	
0.92095	-11.87	
0.92095	-20	
0.92231	-18.75	
0.92231	-11.87	
0.92366	-11.87	
0.92366	-18.75	
0.92501	-19.37	
0.92501	-13.12	
0.92637	-12.5	
0.92637	-19.37	
0.92773	-20	
0.92773	-11.87	
0.92908	-11.87	
0.92908	-19.37	
0.93043	-20	
0.93043	-11.87	
0.93179	-12.5	
0.93179	-20.62	
0.93314	-19.37	
0.93314	-11.87	
0.9345	-11.25	
0.9345	-19.37	
0.93585	-21.87	
0.93585	-11.87	
0.93721	-11.87	
0.93721	-20	
0.93856	-21.25	
0.93856	-13.12	
0.93991	-11.87	
0.93991	-23.12	
0.94126	-21.25	
0.94126	-11.87	
0.94262	-12.5	
0.94262	-18.75	
0.94398	-21.25	
0.94398	-13.12	
0.94533	-11.25	
0.94533	-20	
0.94669	-19.37	
0.94669	-12.5	
0.94804	-11.87	
0.94804	-20	
0.94939	-20	
0.94939	-12.5	
0.95075	-11.87	
0.95075	-19.37	
0.9521	-19.37	
0.9521	-12.5	
0.95345	-11.87	
0.95345	-18.75	
0.95481	-19.37	
0.95481	-13.12	
0.95616	-13.12	
0.95616	-19.37	
0.95752	-20	
0.95752	-11.87	
0.95887	-12.5	
0.95887	-20	
0.96023	-18.75	
0.96023	-11.87	
0.96158	-11.87	
0.96158	-19.37	
0.96293	-19.37	
0.96293	-11.87	
0.96429	-10.62	
0.96429	-18.75	
0.96564	-19.37	
0.96564	-11.87	
0.967	-13.12	
0.967	-19.37	
0.96835	-20	
0.96835	-12.5	
0.96971	-11.87	
0.96971	-21.87	
0.97106	-21.87	
0.97106	-12.5	
0.97241	-11.25	
0.97241	-19.37	
0.97377	-21.25	
0.97377	-11.87	
0.97512	-11.87	
0.97512	-20	
0.97648	-21.25	
0.97648	-13.12	
0.97783	-11.87	
0.97783	-19.37	
0.97918	-20	
0.97918	-11.87	
0.98054	-11.87	
0.98054	-21.25	
0.98189	-19.37	
0.98189	-13.12	
0.98325	-11.87	
0.98325	-19.37	
0.98461	-20.62	
0.98461	-12.5	
0.98596	-11.25	
0.98596	-20	
0.98731	-20	
0.98731	-12.5	
0.98866	-11.25	
0.98866	-21.87	
0.99002	-20	
0.99002	-11.25	
0.99137	-12.5	
0.99137	-18.75	
0.99273	-20	
0.99273	-12.5	
0.99409	-11.87	
0.99409	-18.75	
0.99544	-21.25	
0.99544	-13.12	
0.99679	-13.12	
0.99679	-19.37	
0.99815	-21.25	
0.99815	-13.12	
0.9995	-11.25	
0.9995	-18.75	
1.00085	-19.37	
1.00085	-12.5	
1.00221	-12.5	
1.00221	-19.37	
1.00357	-19.37	
1.00357	-13.12	
1.00492	-12.5	
1.00492	-19.37	
1.00627	-20	
1.00627	-11.25	
1.00762	-11.87	
1.00762	-20	
1.00898	-20	
1.00898	-12.5	
1.01033	-11.87	
1.01033	-23.12	
1.01169	-19.37	
1.01169	-13.75	
1.01305	-11.87	
1.01305	-20	
1.0144	-20	
1.0144	-13.75	
1.01575	-13.12	
1.01575	-20	
1.0171	-21.87	
1.0171	-11.87	
1.01846	-12.5	
1.01846	-20.62	
1.01981	-21.25	
1.01981	-8.123	
1.02117	-13.75	
1.02117	-19.37	
1.02252	-19.37	
1.02252	-12.5	
1.02388	-11.87	
1.02388	-18.75	
1.02523	-20	
1.02523	-11.25	
1.02659	-11.87	
1.02659	-19.37	
1.02794	-22.5	
1.02794	-13.12	
1.02929	-12.5	
1.02929	-21.87	
1.03065	-20.62	
1.03065	-11.87	
1.03201	-11.87	
1.03201	-21.87	
1.03336	-19.37	
1.03336	-11.87	
1.03471	-13.12	
1.03471	-19.37	
1.03606	-20	
1.03606	-12.5	
1.03742	-13.12	
1.03742	-21.87	
1.03877	-20	
1.03877	-13.12	
1.04013	-9.998	
1.04013	-20	
1.04149	-21.25	
1.04149	-11.87	
1.04284	-12.5	
1.04284	-18.75	
1.0442	-19.37	
1.0442	-12.5	
1.04555	-11.25	
1.04555	-19.37	
1.0469	-29.38	
1.0469	-10.62	
1.04825	-13.12	
1.04825	-20	
1.04961	-19.37	
1.04961	-11.87	
1.05097	-12.5	
1.05097	-20.62	
1.05232	-18.75	
1.05232	-13.12	
1.05368	-11.87	
1.05368	-18.75	
1.05503	-18.75	
1.05503	-13.12	
1.05638	-13.12	
1.05638	-21.87	
1.05773	-20	
1.05773	-12.5	
1.05909	-11.87	
1.05909	-21.87	
1.06045	-21.87	
1.06045	-11.25	
1.0618	-11.87	
1.0618	-21.87	
1.06316	-18.75	
1.06316	-13.12	
1.06451	-13.12	
1.06451	-20.62	
1.06586	-21.25	
1.06586	-11.87	
1.06721	-13.75	
1.06721	-20	
1.06857	-20	
1.06857	-11.25	
1.06993	-12.5	
1.06993	-21.25	
1.07128	-20	
1.07128	-12.5	
1.07263	-13.75	
1.07263	-19.37	
1.07399	-21.25	
1.07399	-11.87	
1.07534	-11.87	
1.07534	-19.37	
1.0767	-20	
1.0767	-13.75	
1.07805	-11.87	
1.07805	-20	
1.0794	-21.25	
1.0794	-11.87	
1.08076	-11.87	
1.08076	-21.87	
1.08211	-18.75	
1.08211	-13.75	
1.08347	-9.998	
1.08347	-21.87	
1.08482	-21.25	
1.08482	-12.5	
1.08617	-11.87	
1.08617	-20	
1.08753	-20.62	
1.08753	-11.25	
1.08889	-11.87	
1.08889	-21.87	
1.09024	-20.62	
1.09024	-13.12	
1.09159	-11.87	
1.09159	-19.37	
1.09295	-21.87	
1.09295	-13.75	
1.0943	-12.5	
1.0943	-18.75	
1.09565	-21.25	
1.09565	-12.5	
1.09701	-13.12	
1.09701	-22.5	
1.09837	-19.37	
1.09837	-10.62	
1.09972	-8.747	
1.09972	-21.25	
1.10108	-20.62	
1.10108	-12.5	
1.10243	-12.5	
1.10243	-21.25	
1.10378	-28.75	
1.10378	-9.373	
1.10513	-12.5	
1.10513	-19.37	
1.10649	-21.25	
1.10649	-11.87	
1.10784	-11.25	
1.10784	-21.87	
1.1092	-20	
1.1092	-11.87	
1.11056	-11.25	
1.11056	-21.87	
1.11191	-20.62	
1.11191	-11.87	
1.11326	-11.87	
1.11326	-19.37	
1.11461	-20.62	
1.11461	-11.87	
1.11597	-11.25	
1.11597	-20	
1.11733	-21.87	
1.11733	-11.87	
1.11868	-13.12	
1.11868	-21.87	
1.12004	-21.25	
1.12004	-11.87	
1.12139	-12.5	
1.12139	-19.37	
1.12274	-21.25	
1.12274	-13.12	
1.1241	-12.5	
1.1241	-21.87	
1.12545	-21.25	
1.12545	-12.5	
1.12681	-12.5	
1.12681	-21.87	
1.12816	-20.62	
1.12816	-11.87	
1.12952	-11.87	
1.12952	-20.62	
1.13087	-18.75	
1.13087	-12.5	
1.13222	-12.5	
1.13222	-20	
1.13357	-19.37	
1.13357	-13.75	
1.13493	-11.87	
1.13493	-22.5	
1.13629	-19.37	
1.13629	-11.87	
1.13764	-13.75	
1.13764	-19.37	
1.13899	-20.62	
1.13899	-12.5	
1.14035	-10.62	
1.14035	-19.37	
1.1417	-21.87	
1.1417	-14.37	
1.14306	-13.75	
1.14306	-22.5	
1.14441	-19.37	
1.14441	-11.87	
1.14576	-10.62	
1.14576	-20.62	
1.14712	-20	
1.14712	-11.25	
1.14847	-11.87	
1.14847	-20.62	
1.14983	-19.37	
1.14983	-9.373	
1.15118	-13.75	
1.15118	-21.87	
1.15253	-19.37	
1.15253	-13.12	
1.15389	-12.5	
1.15389	-19.37	
1.15525	-21.25	
1.15525	-11.25	
1.1566	-12.5	
1.1566	-19.37	
1.15795	-19.37	
1.15795	-11.87	
1.15931	-12.5	
1.15931	-20.62	
1.15999	-15	
