X - .MC:V	Y - .MC:V	
-0.15165	-24.37	
-0.15165	-45	
-0.15029	-41.25	
-0.15029	-25.62	
-0.14894	-25	
-0.14894	-38.12	
-0.14758	-36.87	
-0.14758	-21.25	
-0.14623	-24.37	
-0.14623	-39.38	
-0.14488	-43.13	
-0.14488	-24.37	
-0.14353	-26.25	
-0.14353	-40	
-0.14217	-39.38	
-0.14217	-25.62	
-0.14081	-23.12	
-0.14081	-40.62	
-0.13946	-40	
-0.13946	-23.75	
-0.1381	-23.75	
-0.1381	-38.75	
-0.13675	-38.75	
-0.13675	-24.37	
-0.1354	-26.25	
-0.1354	-47.5	
-0.13404	-41.87	
-0.13404	-25	
-0.13269	-23.75	
-0.13269	-41.87	
-0.13133	-44.37	
-0.13133	-22.5	
-0.12998	-25	
-0.12998	-45	
-0.12863	-39.38	
-0.12863	-21.87	
-0.12727	-26.25	
-0.12727	-41.87	
-0.12592	-44.37	
-0.12592	-25.62	
-0.12456	-25	
-0.12456	-39.38	
-0.12321	-43.13	
-0.12321	-28.75	
-0.12185	-26.25	
-0.12185	-41.87	
-0.1205	-39.38	
-0.1205	-23.75	
-0.11914	-27.5	
-0.11914	-41.87	
-0.11779	-41.25	
-0.11779	-24.37	
-0.11643	-24.37	
-0.11643	-36.87	
-0.11508	-39.38	
-0.11508	-26.87	
-0.11373	-26.25	
-0.11373	-44.37	
-0.11237	-43.13	
-0.11237	-26.87	
-0.11102	-23.12	
-0.11102	-42.5	
-0.10966	-40.62	
-0.10966	-24.37	
-0.10831	-26.87	
-0.10831	-41.87	
-0.10695	-41.25	
-0.10695	-26.87	
-0.1056	-27.5	
-0.1056	-45	
-0.10425	-40	
-0.10425	-25.62	
-0.10289	-24.37	
-0.10289	-41.25	
-0.10154	-42.5	
-0.10154	-24.37	
-0.10018	-26.25	
-0.10018	-40.62	
-0.09883	-42.5	
-0.09883	-27.5	
-0.09747	-30	
-0.09747	-45.62	
-0.09612	-46.25	
-0.09612	-29.38	
-0.09477	-28.75	
-0.09477	-45.62	
-0.09341	-45	
-0.09341	-32.5	
-0.09206	-32.5	
-0.09206	-46.87	
-0.0907	-45.62	
-0.0907	-31.25	
-0.08935	-32.5	
-0.08935	-50.62	
-0.08799	-46.25	
-0.08799	-30	
-0.08664	-30	
-0.08664	-48.75	
-0.08529	-46.25	
-0.08529	-32.5	
-0.08393	-34.37	
-0.08393	-50.62	
-0.08258	-45	
-0.08258	-33.12	
-0.08122	-31.25	
-0.08122	-50	
-0.07987	-46.25	
-0.07987	-30	
-0.07851	-33.75	
-0.07851	-48.12	
-0.07716	-49.37	
-0.07716	-32.5	
-0.07581	-31.87	
-0.07581	-46.87	
-0.07445	-53.75	
-0.07445	-31.25	
-0.0731	-31.87	
-0.0731	-46.87	
-0.07174	-49.37	
-0.07174	-31.87	
-0.07039	-32.5	
-0.07039	-48.12	
-0.06903	-54.37	
-0.06903	-34.37	
-0.06768	-34.37	
-0.06768	-48.75	
-0.06633	-51.87	
-0.06633	-34.37	
-0.06497	-34.37	
-0.06497	-53.12	
-0.06362	-46.87	
-0.06362	-34.37	
-0.06226	-33.75	
-0.06226	-48.75	
-0.06091	-51.25	
-0.06091	-31.87	
-0.05955	-35.62	
-0.05955	-48.75	
-0.0582	-51.25	
-0.0582	-35	
-0.05685	-33.75	
-0.05685	-48.12	
-0.05549	-49.37	
-0.05549	-31.87	
-0.05414	-26.25	
-0.05414	-50	
-0.05278	-48.12	
-0.05278	-29.38	
-0.05143	-28.75	
-0.05143	-41.87	
-0.05007	-41.87	
-0.05007	-27.5	
-0.04872	-23.75	
-0.04872	-42.5	
-0.04737	-40.62	
-0.04737	-26.87	
-0.04601	-23.75	
-0.04601	-38.75	
-0.04466	-45.62	
-0.04466	-22.5	
-0.0433	-22.5	
-0.0433	-37.5	
-0.04195	-41.25	
-0.04195	-23.12	
-0.04059	-21.87	
-0.04059	-36.87	
-0.03924	-36.25	
-0.03924	-23.12	
-0.03789	-22.5	
-0.03789	-36.25	
-0.03653	-36.25	
-0.03653	-22.5	
-0.03518	-19.37	
-0.03518	-37.5	
-0.03382	-36.87	
-0.03382	-17.5	
-0.03247	-21.87	
-0.03247	-35.62	
-0.03111	-40.62	
-0.03111	-21.87	
-0.02976	-20	
-0.02976	-35.62	
-0.02841	-31.87	
-0.02841	-21.87	
-0.02705	-19.37	
-0.02705	-35.62	
-0.0257	-34.37	
-0.0257	-20	
-0.02434	-18.75	
-0.02434	-35	
-0.02299	-37.5	
-0.02299	-20	
-0.02163	-16.87	
-0.02163	-31.87	
-0.02028	-36.25	
-0.02028	-16.87	
-0.01893	-16.87	
-0.01893	-33.75	
-0.01757	-31.87	
-0.01757	-19.37	
-0.01622	-17.5	
-0.01622	-35	
-0.01486	-30.62	
-0.01486	-20.62	
-0.01351	-15.62	
-0.01351	-32.5	
-0.01215	-33.12	
-0.01215	-16.87	
-0.0108	-18.75	
-0.0108	-34.37	
-0.00945	-34.37	
-0.00945	5173	
-0.00809	6039	
-0.00809	3845	
-0.00674	5274	
-0.00674	5829	
-0.00538	5275	
-0.00538	4546	
-0.00403	3695	
-0.00403	4549	
-0.00267	3696	
-0.00267	2781	
-0.00132	1838	
-0.00132	2779	
3.00119E-5	1838	
3.00119E-5	979.4	
0.00139	-2058	
0.00139	1941	
0.00274	-2056	
0.00274	-6534	
0.0041	-6672	
0.0041	-5937	
0.00545	-3828	
0.00545	-5857	
0.00681	-3828	
0.00681	-2010	
0.00816	-1073	
0.00816	-2011	
0.00951	-1043	
0.00951	-590	
0.01087	-386.3	
0.01087	-591.9	
0.01222	-387.5	
0.01222	-287.5	
0.01358	-238.8	
0.01358	-296.9	
0.01493	-247.5	
0.01493	-191.9	
0.01629	-157.5	
0.01629	-202.5	
0.01764	-172.5	
0.01764	-130.6	
0.01899	-101.3	
0.01899	-136.9	
0.02035	-110.6	
0.02035	-83.13	
0.0217	-69.38	
0.0217	-92.5	
0.02306	-83.13	
0.02306	-56.87	
0.02441	27.5	
0.02441	-147.5	
0.02577	-68.13	
0.02577	-44.37	
0.02712	-37.5	
0.02712	-61.88	
0.02847	-58.13	
0.02847	-38.75	
0.02983	-31.87	
0.02983	-54.37	
0.03118	-52.5	
0.03118	-33.12	
0.03254	-32.5	
0.03254	-51.25	
0.03389	-51.25	
0.03389	-26.87	
0.03525	-28.12	
0.03525	-51.87	
0.0366	-47.5	
0.0366	-29.38	
0.03795	-24.37	
0.03795	-49.37	
0.03931	-52.5	
0.03931	-31.25	
0.04066	-27.5	
0.04066	-45.62	
0.04202	-51.87	
0.04202	-27.5	
0.04337	-25	
0.04337	-46.25	
0.04473	-49.37	
0.04473	-26.25	
0.04608	-27.5	
0.04608	-47.5	
0.04743	-48.12	
0.04743	-26.25	
0.04879	-32.5	
0.04879	-50	
0.05014	-49.37	
0.05014	-27.5	
0.0515	-25.62	
0.0515	-48.75	
0.05285	-46.25	
0.05285	-26.87	
0.05421	-31.25	
0.05421	-48.75	
0.05556	-45.62	
0.05556	-27.5	
0.05691	-30.62	
0.05691	-51.87	
0.05827	-50.62	
0.05827	-29.38	
0.05962	-31.25	
0.05962	-46.25	
0.06098	-54.37	
0.06098	-24.37	
0.06233	-28.12	
0.06233	-55	
0.06368	-46.25	
0.06368	-26.25	
0.06504	-26.25	
0.06504	-46.87	
0.06639	-47.5	
0.06639	-26.25	
0.06775	-26.25	
0.06775	-48.75	
0.0691	-52.5	
0.0691	-30	
0.07046	-26.25	
0.07046	-45.62	
0.07181	-48.75	
0.07181	-29.38	
0.07317	-26.25	
0.07317	-48.75	
0.07452	-46.87	
0.07452	-26.25	
0.07587	-21.87	
0.07587	-43.75	
0.07723	-46.25	
0.07723	-29.38	
0.07858	-21.87	
0.07858	-51.25	
0.07994	-48.75	
0.07994	-29.38	
0.08129	-28.12	
0.08129	-43.75	
0.08265	-48.75	
0.08265	-30	
0.084	-30	
0.084	-51.87	
0.08535	-47.5	
0.08535	-28.12	
0.08671	-30	
0.08671	-52.5	
0.08806	-46.87	
0.08806	-27.5	
0.08942	-32.5	
0.08942	-49.37	
0.09077	-43.75	
0.09077	-26.25	
0.09213	-32.5	
0.09213	-51.25	
0.09348	-50.62	
0.09348	-33.75	
0.09483	-36.25	
0.09483	-55	
0.09619	-56.25	
0.09619	-35.62	
0.09754	-40	
0.09754	-56.87	
0.0989	-55	
0.0989	-35.62	
0.10025	-34.37	
0.10025	-54.37	
0.10161	-53.75	
0.10161	-32.5	
0.10296	-31.87	
0.10296	-53.75	
0.10432	-51.87	
0.10432	-26.25	
0.10567	-29.38	
0.10567	-51.25	
0.10702	-52.5	
0.10702	-30	
0.10838	-24.37	
0.10838	-45.62	
0.10973	-44.37	
0.10973	-24.37	
0.11109	-22.5	
0.11109	-44.37	
0.11244	-43.75	
0.11244	-22.5	
0.1138	-19.37	
0.1138	-41.87	
0.11515	-39.38	
0.11515	-21.25	
0.1165	-16.87	
0.1165	-37.5	
0.11786	-35.62	
0.11786	-19.37	
0.11921	-16.87	
0.11921	-35.62	
0.12057	-34.37	
0.12057	-13.12	
0.12192	-9.998	
0.12192	-36.25	
0.12328	-31.87	
0.12328	-9.998	
0.12463	-9.998	
0.12463	-31.87	
0.12598	-31.25	
0.12598	-7.498	
0.12733	-6.248	
0.12733	-29.38	
0.12869	-31.25	
0.12869	-9.998	
0.13004	-8.123	
0.13004	-26.25	
0.1314	-28.12	
0.1314	-9.373	
0.13276	-6.248	
0.13276	-26.87	
0.13411	-26.87	
0.13411	-6.248	
0.13546	-6.248	
0.13546	-21.87	
0.13681	-28.75	
0.13681	-5.623	
0.13817	-4.374	
0.13817	-25	
0.13952	-23.75	
0.13952	-0.6237	
0.14088	-6.248	
0.14088	-21.25	
0.14224	-24.37	
0.14224	-2.499	
0.14359	-2.499	
0.14359	-21.87	
0.14494	-20.62	
0.14494	-2.499	
0.14629	-1.873	
0.14629	-21.87	
0.14765	-22.5	
0.14765	-1.873	
0.149	1.877	
0.149	-16.87	
0.15036	-19.37	
0.15036	1.251	
0.15172	-2.499	
0.15172	-18.75	
0.15307	-18.75	
0.15307	1.251	
0.15442	0.6275	
0.15442	-14.37	
0.15577	-17.5	
0.15577	0.001907	
0.15713	3.752	
0.15713	-15	
0.15848	-16.87	
0.15848	4.377	
0.15984	3.752	
0.15984	-18.75	
0.1612	-18.12	
0.1612	3.126	
0.16255	2.502	
0.16255	-13.12	
0.1639	-16.87	
0.1639	3.752	
0.16525	5.629	
0.16525	-13.75	
0.16661	-13.75	
0.16661	0.001907	
0.16796	5.001	
0.16796	-13.75	
0.16932	-13.75	
0.16932	3.752	
0.17068	3.126	
0.17068	-12.5	
0.17203	-11.87	
0.17203	3.752	
0.17338	3.126	
0.17338	-15.62	
0.17473	-62.5	
0.17473	-10.62	
0.17609	-1.247	
0.17609	-21.87	
0.17744	-13.75	
0.17744	3.752	
0.1788	6.878	
0.1788	-11.87	
0.18016	-15.62	
0.18016	6.254	
0.18151	10.63	
0.18151	-10.62	
0.18286	-9.998	
0.18286	17.5	
0.18421	11.88	
0.18421	-6.872	
0.18557	-4.997	
0.18557	14.38	
0.18692	18.75	
0.18692	-3.748	
0.18828	-9.998	
0.18828	14.38	
0.18964	15.63	
0.18964	-1.873	
0.19099	0.6275	
0.19099	18.13	
0.19234	23.75	
0.19234	-1.247	
0.19369	-1.247	
0.19369	20	
0.19505	20	
0.19505	1.877	
0.1964	2.502	
0.1964	23.75	
0.19776	23.75	
0.19776	0.001907	
0.19912	3.126	
0.19912	20.63	
0.20047	22.5	
0.20047	3.126	
0.20182	-0.6237	
0.20182	20.63	
0.20317	24.38	
0.20317	4.377	
0.20453	1.877	
0.20453	23.75	
0.20588	24.38	
0.20588	1.877	
0.20724	4.377	
0.20724	24.38	
0.2086	25.63	
0.2086	5.001	
0.20995	0.001907	
0.20995	25.63	
0.2113	25.63	
0.2113	6.254	
0.21265	1.251	
0.21265	26.88	
0.21401	23.13	
0.21401	8.129	
0.21536	9.378	
0.21536	28.75	
0.21672	23.75	
0.21672	8.753	
0.21808	3.126	
0.21808	26.25	
0.21943	23.13	
0.21943	8.753	
0.22078	8.753	
0.22078	25.63	
0.22214	27.5	
0.22214	8.753	
0.22349	6.878	
0.22349	27.5	
0.22484	31.25	
0.22484	2.502	
0.2262	3.126	
0.2262	24.38	
0.22756	20.63	
0.22756	1.251	
0.22891	-0.6237	
0.22891	16.88	
0.23026	18.75	
0.23026	-2.499	
0.23162	-4.374	
0.23162	13.13	
0.23297	16.25	
0.23297	-6.248	
0.23432	-7.498	
0.23432	13.75	
0.23568	9.378	
0.23568	-8.123	
0.23704	-10.62	
0.23704	13.13	
0.23839	15	
0.23839	-8.123	
0.23974	-6.248	
0.23974	13.75	
0.2411	8.129	
0.2411	-9.373	
0.24245	-10.62	
0.24245	8.129	
0.2438	5.001	
0.2438	-13.75	
0.24516	-12.5	
0.24516	6.878	
0.24652	10.63	
0.24652	-11.25	
0.24787	-11.87	
0.24787	8.129	
0.24922	5.001	
0.24922	-11.87	
0.25058	-11.25	
0.25058	7.504	
0.25193	8.129	
0.25193	-11.25	
0.25329	-14.37	
0.25329	3.126	
0.25464	3.752	
0.25464	-13.12	
0.256	-12.5	
0.256	8.129	
0.25735	5.001	
0.25735	-12.5	
0.2587	-11.87	
0.2587	5.629	
0.26006	8.129	
0.26006	-12.5	
0.26141	-15	
0.26141	3.752	
0.26277	7.504	
0.26277	-13.75	
0.26412	-13.75	
0.26412	4.377	
0.26548	4.377	
0.26548	-20.62	
0.26683	-13.12	
0.26683	4.377	
0.26818	5.629	
0.26818	-18.75	
0.26954	-13.12	
0.26954	1.877	
0.27089	-1.247	
0.27089	-15.62	
0.27225	-8.747	
0.27225	2.502	
0.2736	8.753	
0.2736	-3.748	
0.27496	3.752	
0.27496	14.38	
0.27631	19.38	
0.27631	10.63	
0.27766	12.5	
0.27766	23.13	
0.27902	26.25	
0.27902	16.25	
0.28037	21.25	
0.28037	28.13	
0.28173	31.25	
0.28173	22.5	
0.28308	26.25	
0.28308	33.75	
0.28444	38.76	
0.28444	28.75	
0.28579	31.88	
0.28579	39.38	
0.28714	40	
0.28714	31.25	
0.2885	31.25	
0.2885	39.38	
0.28985	38.13	
0.28985	30	
0.29121	30.63	
0.29121	38.76	
0.29256	35	
0.29256	28.75	
0.29392	26.25	
0.29392	33.13	
0.29527	34.38	
0.29527	23.75	
0.29662	21.88	
0.29662	33.75	
0.29798	28.75	
0.29798	20	
0.29933	16.25	
0.29933	26.25	
0.30069	25	
0.30069	13.75	
0.30204	13.13	
0.30204	21.25	
0.3034	18.75	
0.3034	11.88	
0.30475	10	
0.30475	18.13	
0.3061	18.75	
0.3061	9.378	
0.30746	6.878	
0.30746	16.25	
0.30881	16.25	
0.30881	5.001	
0.31017	3.752	
0.31017	13.13	
0.31152	13.75	
0.31152	3.752	
0.31288	3.126	
0.31288	11.25	
0.31423	11.25	
0.31423	2.502	
0.31558	0.6275	
0.31558	8.753	
0.31694	8.753	
0.31694	0.6275	
0.31829	-1.873	
0.31829	11.25	
0.31965	6.254	
0.31965	-1.247	
0.321	-1.247	
0.321	8.753	
0.32236	5.001	
0.32236	-1.247	
0.32371	-1.247	
0.32371	5.629	
0.32506	5.001	
0.32506	-4.997	
0.32642	-4.374	
0.32642	4.377	
0.32777	3.126	
0.32777	-6.872	
0.32913	-4.374	
0.32913	1.877	
0.33048	0.6275	
0.33048	-6.248	
0.33184	-6.872	
0.33184	1.251	
0.33319	0.6275	
0.33319	-6.248	
0.33454	-8.123	
0.33454	0.6275	
0.3359	-0.6237	
0.3359	-7.498	
0.33725	-8.123	
0.33725	-0.6237	
0.33861	-0.6237	
0.33861	-9.373	
0.33996	-8.747	
0.33996	0.001907	
0.34132	-1.873	
0.34132	-9.998	
0.34267	-9.373	
0.34267	-1.247	
0.34402	-1.247	
0.34402	-9.373	
0.34538	-9.373	
0.34538	-4.374	
0.34673	-4.374	
0.34673	-9.373	
0.34809	-10.62	
0.34809	-4.374	
0.34944	-4.374	
0.34944	-11.87	
0.3508	-11.25	
0.3508	-3.748	
0.35215	-4.374	
0.35215	-10.62	
0.3535	-11.87	
0.3535	-4.997	
0.35486	-4.997	
0.35486	-11.87	
0.35621	-13.12	
0.35621	-5.623	
0.35757	-5.623	
0.35757	-14.37	
0.35892	-11.87	
0.35892	-4.374	
0.36028	-4.997	
0.36028	-12.5	
0.36163	-11.87	
0.36163	-6.248	
0.36298	-5.623	
0.36298	-11.87	
0.36434	-12.5	
0.36434	-5.623	
0.36569	-5.623	
0.36569	-13.12	
0.36705	-12.5	
0.36705	-5.623	
0.3684	-6.248	
0.3684	-14.37	
0.36976	-15	
0.36976	-6.872	
0.37111	-6.872	
0.37111	-11.87	
0.37247	-13.75	
0.37247	-6.248	
0.37382	-8.123	
0.37382	-12.5	
0.37517	-14.37	
0.37517	-8.123	
0.37653	-7.498	
0.37653	-12.5	
0.37788	-15.62	
0.37788	-8.123	
0.37924	-8.123	
0.37924	-15	
0.38059	-13.75	
0.38059	-8.747	
0.38195	-9.373	
0.38195	-14.37	
0.3833	-15	
0.3833	-8.747	
0.38465	-8.123	
0.38465	-15.62	
0.38601	-15	
0.38601	-7.498	
0.38736	-6.872	
0.38736	-15	
0.38872	-16.25	
0.38872	-8.123	
0.39007	-7.498	
0.39007	-16.25	
0.39143	-16.25	
0.39143	-8.747	
0.39278	-8.747	
0.39278	-15.62	
0.39413	-15.62	
0.39413	-8.747	
0.39549	-8.747	
0.39549	-16.25	
0.39684	-16.25	
0.39684	-9.373	
0.3982	-9.373	
0.3982	-15.62	
0.39955	-17.5	
0.39955	-8.747	
0.40091	-9.373	
0.40091	-16.87	
0.40226	-15.62	
0.40226	-9.373	
0.40361	-8.747	
0.40361	-16.25	
0.40496	-17.5	
0.40496	-8.123	
0.40632	-8.747	
0.40632	-16.25	
0.40768	-17.5	
0.40768	-9.373	
0.40903	-9.373	
0.40903	-16.25	
0.41038	-16.25	
0.41038	-9.373	
0.41174	-9.373	
0.41174	-16.87	
0.41309	-16.87	
0.41309	-9.998	
0.41445	-8.123	
0.41445	-16.87	
0.4158	-16.87	
0.4158	-9.373	
0.41716	-8.747	
0.41716	-18.12	
0.41851	-18.75	
0.41851	-9.373	
0.41986	-8.747	
0.41986	-16.87	
0.42122	-18.75	
0.42122	-8.747	
0.42257	-9.373	
0.42257	-17.5	
0.42392	-19.37	
0.42392	-8.747	
0.42528	-9.373	
0.42528	-18.12	
0.42664	-18.75	
0.42664	-8.747	
0.42799	-9.373	
0.42799	-18.12	
0.42934	-18.12	
0.42934	-8.747	
0.4307	-8.747	
0.4307	-17.5	
0.43205	-16.87	
0.43205	-11.87	
0.43341	-9.373	
0.43341	-16.87	
0.43476	-17.5	
0.43476	-8.123	
0.43612	-11.25	
0.43612	-20	
0.43747	-20	
0.43747	-8.747	
0.43882	-8.747	
0.43882	-19.37	
0.44018	-20	
0.44018	-9.373	
0.44153	-9.998	
0.44153	-18.75	
0.44289	-18.75	
0.44289	-9.998	
0.44424	-11.25	
0.44424	-17.5	
0.4456	-17.5	
0.4456	-11.25	
0.44695	-11.25	
0.44695	-17.5	
0.44831	-16.87	
0.44831	-9.998	
0.44966	-9.998	
0.44966	-17.5	
0.45101	-16.87	
0.45101	-9.998	
0.45236	-12.5	
0.45236	-19.37	
0.45372	-16.87	
0.45372	-11.87	
0.45508	-10.62	
0.45508	-18.12	
0.45643	-19.37	
0.45643	-8.123	
0.45779	-9.373	
0.45779	-16.87	
0.45914	-18.12	
0.45914	-9.373	
0.46049	-11.25	
0.46049	-18.75	
0.46185	-18.75	
0.46185	-9.373	
0.4632	-11.87	
0.4632	-18.75	
0.46456	-19.37	
0.46456	-11.25	
0.46591	-11.87	
0.46591	-20	
0.46727	-19.37	
0.46727	-9.998	
0.46862	-12.5	
0.46862	-22.5	
0.46997	-18.75	
0.46997	-9.998	
0.47132	-11.87	
0.47132	-18.12	
0.47268	-18.75	
0.47268	-11.87	
0.47404	-9.998	
0.47404	-19.37	
0.47539	-19.37	
0.47539	-11.87	
0.47674	-10.62	
0.47674	-20	
0.4781	-18.12	
0.4781	-11.25	
0.47945	-11.87	
0.47945	-20.62	
0.48081	-20.62	
0.48081	-11.25	
0.48216	-11.87	
0.48216	-19.37	
0.48351	-19.37	
0.48351	-12.5	
0.48487	-10.62	
0.48487	-18.75	
0.48623	-19.37	
0.48623	-11.25	
0.48758	-9.998	
0.48758	-19.37	
0.48893	-20	
0.48893	-11.87	
0.49028	-12.5	
0.49028	-19.37	
0.49164	-19.37	
0.49164	-13.12	
0.49299	-11.87	
0.49299	-18.75	
0.49435	-19.37	
0.49435	-11.25	
0.49571	-10.62	
0.49571	-20	
0.49706	-19.37	
0.49706	-11.25	
0.49841	-11.87	
0.49841	-20	
0.49977	-18.75	
0.49977	-11.87	
0.50112	-11.87	
0.50112	-18.75	
0.50248	-18.75	
0.50248	-12.5	
0.50383	-11.87	
0.50383	-18.75	
0.50518	-19.37	
0.50518	-12.5	
0.50654	-9.998	
0.50654	-20	
0.50789	-20	
0.50789	-11.25	
0.50925	-11.87	
0.50925	-18.75	
0.5106	-18.75	
0.5106	-12.5	
0.51196	-9.998	
0.51196	-18.75	
0.51331	-19.37	
0.51331	-11.25	
0.51467	-9.998	
0.51467	-19.37	
0.51602	-19.37	
0.51602	-11.25	
0.51737	-11.87	
0.51737	-18.75	
0.51872	-19.37	
0.51872	-9.373	
0.52008	-11.87	
0.52008	-19.37	
0.52144	-18.75	
0.52144	-11.87	
0.52279	-11.87	
0.52279	-19.37	
0.52414	-21.25	
0.52414	-12.5	
0.5255	-9.373	
0.5255	-18.75	
0.52685	-20.62	
0.52685	-12.5	
0.5282	-11.87	
0.5282	-18.75	
0.52956	-18.12	
0.52956	-8.747	
0.53092	-12.5	
0.53092	-20.62	
0.53227	-18.75	
0.53227	-11.87	
0.53363	-11.87	
0.53363	-19.37	
0.53498	-20	
0.53498	-11.87	
0.53633	-11.87	
0.53633	-21.25	
0.53769	-18.75	
0.53769	-11.87	
0.53904	-11.25	
0.53904	-20	
0.5404	-19.37	
0.5404	-11.87	
0.54175	-12.5	
0.54175	-18.75	
0.5431	-17.5	
0.5431	-11.87	
0.54446	-12.5	
0.54446	-21.25	
0.54581	-19.37	
0.54581	-11.87	
0.54717	-12.5	
0.54717	-18.75	
0.54852	-19.37	
0.54852	-11.25	
0.54988	-11.87	
0.54988	-19.37	
0.55123	-19.37	
0.55123	-11.87	
0.55259	-13.12	
0.55259	-18.12	
0.55394	-19.37	
0.55394	-11.87	
0.55529	-11.87	
0.55529	-19.37	
0.55664	-19.37	
0.55664	-12.5	
0.558	-13.12	
0.558	-19.37	
0.55936	-19.37	
0.55936	-10.62	
0.56071	-12.5	
0.56071	-18.75	
0.56207	-18.75	
0.56207	-12.5	
0.56342	-12.5	
0.56342	-18.75	
0.56477	-19.37	
0.56477	-12.5	
0.56613	-11.25	
0.56613	-23.12	
0.56748	-21.87	
0.56748	-12.5	
0.56884	-11.87	
0.56884	-18.75	
0.57019	-20.62	
0.57019	-11.25	
0.57155	-12.5	
0.57155	-19.37	
0.5729	-21.25	
0.5729	-12.5	
0.57426	-9.998	
0.57426	-19.37	
0.57561	-21.25	
0.57561	-12.5	
0.57696	-11.87	
0.57696	-19.37	
0.57832	-19.37	
0.57832	-12.5	
0.57967	-11.87	
0.57967	-20.62	
0.58103	-18.75	
0.58103	-11.87	
0.58238	-13.12	
0.58238	-18.75	
0.58373	-19.37	
0.58373	-13.12	
0.58509	-11.25	
0.58509	-20	
0.58644	-20	
0.58644	-11.25	
0.5878	-13.12	
0.5878	-19.37	
0.58915	-20.62	
0.58915	-11.87	
0.59051	-12.5	
0.59051	-20	
0.59186	-21.25	
0.59186	-12.5	
0.59321	-11.87	
0.59321	-18.75	
0.59457	-21.87	
0.59457	-11.87	
0.59592	-12.5	
0.59592	-19.37	
0.59728	-19.37	
0.59728	-11.87	
0.59863	-11.87	
0.59863	-21.87	
0.59999	-20.62	
0.59999	-11.87	
0.60134	-11.87	
0.60134	-19.37	
0.60269	-21.25	
0.60269	-13.75	
0.60405	-11.25	
0.60405	-19.37	
0.6054	-20	
0.6054	-12.5	
0.60676	-11.87	
0.60676	-19.37	
0.60811	-20	
0.60811	-12.5	
0.60947	-12.5	
0.60947	-21.25	
0.61082	-20	
0.61082	-9.373	
0.61217	-13.12	
0.61217	-21.25	
0.61353	-19.37	
0.61353	-13.75	
0.61488	-11.87	
0.61488	-19.37	
0.61624	-21.25	
0.61624	-11.87	
0.61759	-11.87	
0.61759	-20	
0.61895	-19.37	
0.61895	-13.12	
0.6203	-11.25	
0.6203	-19.37	
0.62165	-19.37	
0.62165	-13.75	
0.62301	-12.5	
0.62301	-18.75	
0.62436	-21.25	
0.62436	-12.5	
0.62572	-11.25	
0.62572	-20	
0.62707	-20.62	
0.62707	-12.5	
0.62843	-11.25	
0.62843	-19.37	
0.62978	-21.87	
0.62978	-8.747	
0.63114	-13.12	
0.63114	-19.37	
0.63249	-18.75	
0.63249	-11.87	
0.63384	-13.75	
0.63384	-20	
0.6352	-21.25	
0.6352	-12.5	
0.63655	-11.25	
0.63655	-19.37	
0.63791	-19.37	
0.63791	-11.25	
0.63926	-11.25	
0.63926	-19.37	
0.64062	-21.25	
0.64062	-12.5	
0.64197	-13.12	
0.64197	-21.87	
0.64332	-18.75	
0.64332	-13.12	
0.64467	-12.5	
0.64467	-19.37	
0.64603	-21.25	
0.64603	-11.25	
0.64739	-12.5	
0.64739	-20	
0.64874	-21.25	
0.64874	-11.87	
0.65009	-11.87	
0.65009	-20	
0.65145	-19.37	
0.65145	-13.75	
0.6528	-11.87	
0.6528	-18.75	
0.65416	-19.37	
0.65416	-9.998	
0.65551	-11.87	
0.65551	-19.37	
0.65687	-21.87	
0.65687	-10.62	
0.65822	-13.12	
0.65822	-20	
0.65957	-20	
0.65957	-12.5	
0.66093	-13.75	
0.66093	-21.25	
0.66228	-18.75	
0.66228	-12.5	
0.66364	-12.5	
0.66364	-18.75	
0.66499	-19.37	
0.66499	-12.5	
0.66635	-11.87	
0.66635	-20	
0.6677	-19.37	
0.6677	-12.5	
0.66906	-10.62	
0.66906	-20.62	
0.67041	-18.75	
0.67041	-11.87	
0.67176	-12.5	
0.67176	-21.25	
0.67312	-18.75	
0.67312	-12.5	
0.67447	-12.5	
0.67447	-20	
0.67582	-20	
0.67582	-12.5	
0.67718	-13.12	
0.67718	-20	
0.67853	-20	
0.67853	-13.12	
0.67989	-11.87	
0.67989	-19.37	
0.68124	-19.37	
0.68124	-11.87	
0.6826	-13.75	
0.6826	-18.75	
0.68395	-21.87	
0.68395	-12.5	
0.6853	-11.25	
0.6853	-20	
0.68666	-19.37	
0.68666	-11.87	
0.68801	-12.5	
0.68801	-19.37	
0.68937	-22.5	
0.68937	-11.25	
0.69072	-12.5	
0.69072	-20	
0.69208	-20.62	
0.69208	-11.87	
0.69343	-12.5	
0.69343	-19.37	
0.69478	-19.37	
0.69478	-11.87	
0.69614	-13.12	
0.69614	-22.5	
0.6975	-19.37	
0.6975	-11.87	
0.69885	-12.5	
0.69885	-20	
0.7002	-21.87	
0.7002	-11.87	
0.70156	-13.75	
0.70156	-19.37	
0.70291	-18.75	
0.70291	-12.5	
0.70426	-13.12	
0.70426	-19.37	
0.70562	-20.62	
0.70562	-13.12	
0.70698	-13.12	
0.70698	-20.62	
0.70833	-20.62	
0.70833	-12.5	
0.70968	-11.87	
0.70968	-19.37	
0.71104	-18.75	
0.71104	-12.5	
0.71239	-12.5	
0.71239	-16.87	
0.71374	-19.37	
0.71374	-13.75	
0.7151	-12.5	
0.7151	-21.87	
0.71645	-20	
0.71645	-13.12	
0.71781	-13.12	
0.71781	-19.37	
